ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Note
Matis-151_thouyou-1,,Matis,151_thouyou,mi,mi,m i,,fleck2005,1313,,,,0,m i - -,you,
Marubo-151_thouyou-1,,Marubo,151_thouyou,mia,mia,m i a,,fleck2005,1313,,,,0,m i - a,you,
Katukina-151_thouyou-1,,Katukina,151_thouyou,mia,mia,m i a,,aguiar1994,1313,,,,0,m i - a,you,
Shipibo_Konibo-151_thouyou-1,,Shipibo_Konibo,151_thouyou,mi,mi,m i,,fleck2005,1313,,,,0,m i - -,you,
Kapanawa-151_thouyou-1,,Kapanawa,151_thouyou,mi,mi,m i,,loos1998,1313,,,,0,m i - -,you,
Arara-151_thouyou-1,,Arara,151_thouyou,mi,mi,m i,,cunha1993,1313,,,,0,m i - - -,you,
Shanenawa-151_thouyou-1,,Shanenawa,151_thouyou,mi,mi,m i,,lanes2005,1313,,,,0,m i - -,you,
Yawanawa-151_thouyou-1,,Yawanawa,151_thouyou,mi,mi,m i,,paula1992,1313,,,,0,m i - -,you,
Nukini-151_thouyou-1,,Nukini,151_thouyou,mi,mi,m i,,aguiar2004,1313,,,,0,m i - -,you,
Poyanawa-151_thouyou-1,,Poyanawa,151_thouyou,mi,mi,m i,,paula1992,1313,,,,0,m i - -,you,
Iskonawa-151_thouyou-1,,Iskonawa,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Chakobo-151_thouyou-1,,Chakobo,151_thouyou,mi,mi,m i,,zingg1998,1313,,,,0,m i - -,you,
Pakawara-151_thouyou-1,,Pakawara,151_thouyou,mi,mi,m i,,key2000,1313,,,,0,m i - -,you,
Kakataibo-151_thouyou-1,,Kakataibo,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Kaxarari-151_thouyou-1,,Kaxarari,151_thouyou,mihi,mihi,m i h i,,couto2005,1313,,,,0,m i h i,you,
Mastanawa-151_thouyou-1,,Mastanawa,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Chaninawa-151_thouyou-1,,Chaninawa,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Sharanawa-151_thouyou-1,,Sharanawa,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Amawaka-151_thouyou-1,,Amawaka,151_thouyou,mija,mija,m i j a,,zariquiey2017,1313,,,,0,m i j a,you,
Nawa-151_thouyou-1,,Nawa,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Marinawa-151_thouyou-1,,Marinawa,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Yaminawa-151_thouyou-1,,Yaminawa,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Kashinawa_P-151_thouyou-1,,Kashinawa_P,151_thouyou,mi,mi,m i,,zariquiey2017,1313,,,,0,m i - -,you,
Kashinawa_B-151_thouyou-1,,Kashinawa_B,151_thouyou,mi,mi,m i,,camargo1995,1313,,,,0,m i - -,you,
Matses-62_he-1,,Matses,62_he,a,a,a,,fleck2005,548,,,,0,- a,that_close,
Matis-62_he-1,,Matis,62_he,a,a,a,,fleck2005,548,,,,0,- a,that_close,
Marubo-62_he-1,,Marubo,62_he,a,a,a,,fleck2005,548,,,,0,- a,that_close,
Katukina-62_he-1,,Katukina,62_he,ha,ha,h a,,aguiar1994,548,,,,0,h a,that_close,
Shipibo_Konibo-62_he-1,,Shipibo_Konibo,62_he,ha,ha,h a,,fleck2005,548,,,,0,h a,that_close,
Kapanawa-62_he-1,,Kapanawa,62_he,ha,ha,h a,,loos1998,548,,,,0,h a,that_close,
Shanenawa-62_he-1,,Shanenawa,62_he,a,a,a,,lanes2005,548,,,,0,- a,that_close,
Yawanawa-62_he-1,,Yawanawa,62_he,a,a,a,,paula1992,548,,,,0,- a,that_close,
Poyanawa-62_he-1,,Poyanawa,62_he,a,a,a,,paula1992,548,,,,0,- a,that_close,
Iskonawa-62_he-1,,Iskonawa,62_he,a,a,a,,zariquiey2017,548,,,,0,- a,that_close,
Chakobo-62_he-1,,Chakobo,62_he,ha,ha,h a,,zingg1998,548,,,,0,h a,that_close,
Pakawara-62_he-1,,Pakawara,62_he,ha,ha,h a,,key2000,548,,,,0,h a,that_close,
Kakataibo-62_he-1,,Kakataibo,62_he,a,a,a,,zariquiey2017,548,,,,0,- a,that_close,
Kaxarari-62_he-1,,Kaxarari,62_he,wautʃitɨ,ua,u a,,couto2005,495,,,,0,u - a,that_far,
Mastanawa-62_he-1,,Mastanawa,62_he,ua,ua,u a,,zariquiey2017,495,,,,0,u - a,that_far,
Chaninawa-62_he-1,,Chaninawa,62_he,na,na,n a,,zariquiey2017,549,,,,0,n a,this,
Sharanawa-62_he-1,,Sharanawa,62_he,ua,ua,u a,,zariquiey2017,495,,,,0,u - a,that_far,
Amawaka-62_he-1,,Amawaka,62_he,ua,ua,u a,,zariquiey2017,495,,,,0,u - a,that_far,
Nawa-62_he-1,,Nawa,62_he,da,da,d a,,zariquiey2017,549,,,,0,d a,this,
Marinawa-62_he-1,,Marinawa,62_he,uwa,uwa,u w a,,zariquiey2017,495,,,,0,u w a,that_far,
Yaminawa-62_he-1,,Yaminawa,62_he,da,da,d a,,zariquiey2017,549,,,,0,d a,this,
Kashinawa_P-62_he-1,,Kashinawa_P,62_he,ha,ha,h a,,zariquiey2017,548,,,,0,h a,that_close,
Kashinawa_B-62_he-1,,Kashinawa_B,62_he,ha,ha,h a,,camargo1995,548,,,,0,h a,that_close,
Matses-164_we-1,,Matses,164_we,nuki,nuki,n u + k i,,fleck2005,1398,,,,0,n u - - + k i,we _ki,
Matis-164_we-1,,Matis,164_we,nuki,nuki,n u + k i,,fleck2005,1398,,,,0,n u - - + k i,we _ki,
Marubo-164_we-1,,Marubo,164_we,nukɨ,nukɨ,n u + k ɨ,,fleck2005,1398,,,,0,n u - - + k ɨ,we _kɨ,
Shipibo_Konibo-164_we-1,,Shipibo_Konibo,164_we,un,nu,n u,,fleck2005,1398,,,,0,n u - -,we,
Kapanawa-164_we-1,,Kapanawa,164_we,nukɨ,nukɨ,n u + k ɨ,,loos1998,1398,,,,0,n u - - + k ɨ,we _kɨ,
Arara-164_we-1,,Arara,164_we,nɨ,nɨ,n ɨ,,cunha1993,1398,,,,0,n ɨ - -,we,
Shanenawa-164_we-1,,Shanenawa,164_we,nu,nu,n u,,lanes2005,1398,,,,0,n u - -,we,
Yawanawa-164_we-1,,Yawanawa,164_we,nu,nu,n u,,paula1992,1398,,,,0,n u - -,we,
Poyanawa-164_we-1,,Poyanawa,164_we,nu,nu,n u,,paula1992,1398,,,,0,n u - -,we,
Iskonawa-164_we-1,,Iskonawa,164_we,nu,nu,n u,,zariquiey2017,1398,,,,0,n u - -,we,
Chakobo-164_we-1,,Chakobo,164_we,nu,nu,n u,,zingg1998,1398,,,,0,n u - -,we,
Pakawara-164_we-1,,Pakawara,164_we,nu,nu,n u,,key2000,1398,,,,0,n u - -,we,
Kakataibo-164_we-1,,Kakataibo,164_we,nu,nu,n u,,zariquiey2017,1398,,,,0,n u - -,we,
Kaxarari-164_we-1,,Kaxarari,164_we,luhu,luhu,l u h u,,couto2005,1398,,,,0,l u h u,we,
Mastanawa-164_we-1,,Mastanawa,164_we,nu,nu,n u,,zariquiey2017,1398,,,,0,n u - -,we,
Sharanawa-164_we-1,,Sharanawa,164_we,nu,nu,n u,,zariquiey2017,1398,,,,0,n u - -,we,
Amawaka-164_we-1,,Amawaka,164_we,nu,nu,n u,,zariquiey2017,1398,,,,0,n u - -,we,
Nawa-164_we-1,,Nawa,164_we,nu,nu,n u,,zariquiey2017,1398,,,,0,n u - -,we,
Marinawa-164_we-1,,Marinawa,164_we,dukuɸu,dukuɸu,d u + k u + ɸ u,,zariquiey2017,1398,,,,0,d u - - + k u + ɸ u,we _ku _ɸu,
Yaminawa-164_we-1,,Yaminawa,164_we,duʔu,duʔu,d u ʔ u,,zariquiey2017,1398,,,,0,d u ʔ u,we,
Kashinawa_P-164_we-1,,Kashinawa_P,164_we,dasiβi,dasiβi,d a s i β i,,zariquiey2017,1402,,,,0,d a s i β i,all,
Kashinawa_P-164_we-2,,Kashinawa_P,164_we,nu,nu,n u,,zariquiey2017,1398,,,,0,n u - -,we,
Kashinawa_B-164_we-1,,Kashinawa_B,164_we,nu,nu,n u,,camargo1995,1398,,,,0,n u - -,we,
Matses-179_yeyouall-1,,Matses,179_yeyouall,mi,mi,m i,,fleck2005,843,,,,0,m i,you/mi,
Matis-179_yeyouall-1,,Matis,179_yeyouall,mi,mi,m i,,fleck2005,843,,,,0,m i,you/mi,
Marubo-179_yeyouall-1,,Marubo,179_yeyouall,matu,matu,m a + t u,,fleck2005,1525,,,,0,m a + t u,you/ma _tu/PL,
Katukina-179_yeyouall-1,,Katukina,179_yeyouall,ma,ma,m a,,aguiar1994,1525,,,,0,m a,you/ma,
Shipibo_Konibo-179_yeyouall-1,,Shipibo_Konibo,179_yeyouall,ma,ma,m a,,fleck2005,1525,,,,0,m a,you/ma,
Kapanawa-179_yeyouall-1,,Kapanawa,179_yeyouall,ma,ma,m a,,loos1998,1525,,,,0,m a,you/ma,
Arara-179_yeyouall-1,,Arara,179_yeyouall,ma,ma,m a,,cunha1993,1525,,,,0,m a - - - -,you,
Shanenawa-179_yeyouall-1,,Shanenawa,179_yeyouall,ma,ma,m a,,lanes2005,1525,,,,0,m a,you/ma,
Yawanawa-179_yeyouall-1,,Yawanawa,179_yeyouall,ma,ma,m a,,paula1992,1525,,,,0,m a,you/ma,
Poyanawa-179_yeyouall-1,,Poyanawa,179_yeyouall,ma,ma,m a,,paula1992,1525,,,,0,m a,you/ma,
Iskonawa-179_yeyouall-1,,Iskonawa,179_yeyouall,mi,mi,m i,,zariquiey2017,843,,,,0,m i,you/mi,
Iskonawa-179_yeyouall-2,,Iskonawa,179_yeyouall,ma,ma,m a,,zariquiey2017,1525,,,,0,m a,you/ma,
Chakobo-179_yeyouall-1,,Chakobo,179_yeyouall,matu,matu,m a + t u,,zingg1998,1525,,,,0,m a + t u,you/ma _tu/PL,
Pakawara-179_yeyouall-1,,Pakawara,179_yeyouall,mi,mi,m i,,key2000,843,,,,0,m i,you/mi,
Kakataibo-179_yeyouall-1,,Kakataibo,179_yeyouall,mitsu,mitsu,m i + ts u,,zariquiey2017,843,,,,0,m i + ts u,you/mi _tsu/PL,
Kaxarari-179_yeyouall-1,,Kaxarari,179_yeyouall,matu,matu,m a + t u,,couto2005,1525,,,,0,m a + t u,you/ma _tu/PL,
Mastanawa-179_yeyouall-1,,Mastanawa,179_yeyouall,ma,ma,m a,,zariquiey2017,1525,,,,0,m a,you/ma,
Chaninawa-179_yeyouall-1,,Chaninawa,179_yeyouall,ma,ma,m a,,zariquiey2017,1525,,,,0,m a,you/ma,
Sharanawa-179_yeyouall-1,,Sharanawa,179_yeyouall,ma,ma,m a,,zariquiey2017,1525,,,,0,m a,you/ma,
Amawaka-179_yeyouall-1,,Amawaka,179_yeyouall,ma,ma,m a,,zariquiey2017,1525,,,,0,m a,you/ma,
Nawa-179_yeyouall-1,,Nawa,179_yeyouall,ma,ma,m a,,zariquiey2017,1525,,,,0,m a,you/ma,
Marinawa-179_yeyouall-1,,Marinawa,179_yeyouall,maɸu,maɸu,m a + ɸ u,,zariquiey2017,1525,,,,0,m a + ɸ u,you/ma _ɸu/PL,
Yaminawa-179_yeyouall-1,,Yaminawa,179_yeyouall,batu,batu,b a + t u,,zariquiey2017,1525,,,,0,b a + t u,you/ma _tu/PL,
Kashinawa_P-179_yeyouall-1,,Kashinawa_P,179_yeyouall,matuβu,matuβu,m a + t u + β u,,zariquiey2017,1525,,,,0,m a + t u + β u,you/ma _tu/PL _βu/PL,
Kashinawa_B-179_yeyouall-1,,Kashinawa_B,179_yeyouall,ma,ma,m a,,camargo1995,1525,,,,0,m a,you/ma,
Matses-146_they-1,,Matses,146_they,a,a,a,,fleck2005,1259,,,,0,a,that_close,
Matis-146_they-1,,Matis,146_they,a,a,a,,fleck2005,1259,,,,0,a,that_close,
Marubo-146_they-1,,Marubo,146_they,atuβu,atuβu,a + t u + β u,,fleck2005,1259,,,,0,a + t u + β u,that_close _PL _PL,
Katukina-146_they-1,,Katukina,146_they,ha,ha,h a,,aguiar1994,1259,,,,0,h a,that_close,
Shipibo_Konibo-146_they-1,,Shipibo_Konibo,146_they,ha,ha,h a,,fleck2005,1259,,,,0,h a,that_close,
Kapanawa-146_they-1,,Kapanawa,146_they,ha,ha,h a,,loos1998,1259,,,,0,h a,that_close,
Shanenawa-146_they-1,,Shanenawa,146_they,a,a,a,,lanes2005,1259,,,,0,a,that_close,
Yawanawa-146_they-1,,Yawanawa,146_they,a,a,a,,paula1992,1259,,,,0,a,that_close,
Poyanawa-146_they-1,,Poyanawa,146_they,a,a,a,,paula1992,1259,,,,0,a,that_close,
Iskonawa-146_they-1,,Iskonawa,146_they,a,a,a,,zariquiey2017,1259,,,,0,a,that_close,
Chakobo-146_they-1,,Chakobo,146_they,hatu,hatu,h a + t u,,zingg1998,1259,,,,0,h a + t u,that_close _PL,
Pakawara-146_they-1,,Pakawara,146_they,a,a,a,,key2000,1259,,,,0,a,that_close,
Kakataibo-146_they-1,,Kakataibo,146_they,atu,atu,a + t u,,zariquiey2017,1259,,,,0,a + t u,that_close _PL,
Kaxarari-146_they-1,,Kaxarari,146_they,wautʃitɨwɨ,ua,u a,,couto2005,1618,,,,0,u a,that_far,
Mastanawa-146_they-1,,Mastanawa,146_they,ua,ua,u a,,zariquiey2017,1618,,,,0,u a,that_far,
Chaninawa-146_they-1,,Chaninawa,146_they,naɸu,naɸu,n a + ɸ u,,zariquiey2017,1259,,,,0,n a + ɸ u,this _PL,
Sharanawa-146_they-1,,Sharanawa,146_they,ua,ua,u a,,zariquiey2017,1618,,,,0,u a,that_far,
Amawaka-146_they-1,,Amawaka,146_they,ua,ua,u a,,zariquiey2017,1618,,,,0,u a,that_far,
Nawa-146_they-1,,Nawa,146_they,daɸu,daɸu,d a + ɸ u,,zariquiey2017,1262,,,,0,d a + ɸ u,that_close _PL,
Marinawa-146_they-1,,Marinawa,146_they,uatũ,uatũ,u a + t ũ,,zariquiey2017,1618,,,,0,u a + t ũ,that_far _PL,
Yaminawa-146_they-1,,Yaminawa,146_they,dahu,dahu,d a + h u,,zariquiey2017,1262,,,,0,d a + h u,this _PL,
Kashinawa_P-146_they-1,,Kashinawa_P,146_they,haβu,haβu,h a + β u,,zariquiey2017,1259,,,,0,h a + β u,that_close _PL,
Kashinawa_B-146_they-1,,Kashinawa_B,146_they,ha,ha,h a,,camargo1995,1259,,,,0,h a,that_close,
Matses-170_whointerr-1,,Matses,170_whointerr,tsutsi,tsutsi,ts u ts i,,fleck2005,1443,,,,0,ts u ts - i,who _tsi,
Matis-170_whointerr-1,,Matis,170_whointerr,tsutsi,tsutsi,ts u ts i,,fleck2005,1443,,,,0,ts u ts - i,who _tsi,
Marubo-170_whointerr-1,,Marubo,170_whointerr,tsua,tsua,ts u a,,fleck2005,1443,,,,0,ts u - - a,who _a,
Katukina-170_whointerr-1,,Katukina,170_whointerr,txua,txua,ʈʂ u a,,aguiar1994,1443,,,,0,ʈʂ u - - a,who _a,
Shipibo_Konibo-170_whointerr-1,,Shipibo_Konibo,170_whointerr,tsu,tsu,ts u a,,fleck2005,1443,,,,0,ts u - - a,who _a,
Kapanawa-170_whointerr-1,,Kapanawa,170_whointerr,tsua,tsua,ts u a,,loos1998,1443,,,,0,ts u - - a,who _a,
Arara-170_whointerr-1,,Arara,170_whointerr,tua,tua,t u a,,cunha1993,1443,,,,0,t u - - a - -,who,
Shanenawa-170_whointerr-1,,Shanenawa,170_whointerr,tsua,tsua,ts u a,,lanes2005,1443,,,,0,ts u - - a,who _a,
Yawanawa-170_whointerr-1,,Yawanawa,170_whointerr,tsu,tsu,ts u,,paula1992,1443,,,,0,ts u - - -,who,
Iskonawa-170_whointerr-1,,Iskonawa,170_whointerr,tsu,tsu,ts u,,zariquiey2017,1443,,,,0,ts u - - -,who,
Chakobo-170_whointerr-1,,Chakobo,170_whointerr,tsuwɨni,tsuwɨni,ts u w ɨ n i,,zingg1998,1443,,,,0,ts u w ɨ n i,who _wɨni,
Kakataibo-170_whointerr-1,,Kakataibo,170_whointerr,ui,ui,u i,,zariquiey2017,1446,,,,0,u i,who/ui,
Kaxarari-170_whointerr-1,,Kaxarari,170_whointerr,tsuhũ,tsuhũ,ts u h ũ,,couto2005,1443,,,,0,ts u h ũ,who _n,
Mastanawa-170_whointerr-1,,Mastanawa,170_whointerr,tsua,tsua,ts u a,,zariquiey2017,1443,,,,0,ts u - - a,who _a,
Chaninawa-170_whointerr-1,,Chaninawa,170_whointerr,t͡suamɨ,t͡suamɨ,ts u a + m ɨ,,zariquiey2017,1443,,,,0,ts u - - a + m ɨ,who _a _mɨ,
Sharanawa-170_whointerr-1,,Sharanawa,170_whointerr,t͡suan,t͡suan,ts u a,,zariquiey2017,1443,,,,0,ts u - - a,who _a,
Amawaka-170_whointerr-1,,Amawaka,170_whointerr,t͡sua,t͡sua,ts u a,,zariquiey2017,1443,,,,0,ts u - - a,who _a,
Nawa-170_whointerr-1,,Nawa,170_whointerr,tsua,tsua,ts u a,,zariquiey2017,1443,,,,0,ts u - - a,who _a,
Marinawa-170_whointerr-1,,Marinawa,170_whointerr,tsunwa,tsunwa,ts u n w a,,zariquiey2017,1443,,,,0,ts u n w a,who _n _wa,
Yaminawa-170_whointerr-1,,Yaminawa,170_whointerr,tswa,tswa,ts u a,,zariquiey2017,1443,,,,0,ts u - - a,who _a,
Kashinawa_P-170_whointerr-1,,Kashinawa_P,170_whointerr,tsua,tsua,ts u a,,zariquiey2017,1443,,,,0,ts u - - a,who _a,
Kashinawa_B-170_whointerr-1,,Kashinawa_B,170_whointerr,tsua,tsua,ts u a,,camargo1995,1443,,,,0,ts u - - a,who _a,
Matses-166_whatinterr-1,,Matses,166_whatinterr,atotsi,atotsi,a t o + ts i,,fleck2005,1415,,,,0,a t o + ts i,that _question,
Matis-166_whatinterr-1,,Matis,166_whatinterr,awɨda,awɨda,a w ɨ d a,,fleck2005,1412,,,,0,a w ɨ d a,what _da,
Marubo-166_whatinterr-1,,Marubo,166_whatinterr,awɨ,awɨ,a w ɨ,,fleck2005,1412,,,,0,- a w - - ɨ,what,
Shipibo_Konibo-166_whatinterr-1,,Shipibo_Konibo,166_whatinterr,hawɨ,hawɨ,h a w ɨ,,fleck2005,1412,,,,0,h a w - - ɨ,what,
Kapanawa-166_whatinterr-1,,Kapanawa,166_whatinterr,hawa,hawa,h a w a,,loos1998,1412,,,,0,h a w - - a,what,
Shanenawa-166_whatinterr-1,,Shanenawa,166_whatinterr,hawɨ,hawɨ,h a w ɨ,,lanes2005,1412,,,,0,h a w - - ɨ,what,
Yawanawa-166_whatinterr-1,,Yawanawa,166_whatinterr,awɨ,awɨ,a w ɨ,,paula1992,1412,,,,0,- a w - - ɨ,what,
Iskonawa-166_whatinterr-1,,Iskonawa,166_whatinterr,ahuja,ahuja,a h u j a,,zariquiey2017,1417,,,,0,a h u j a,?,
Iskonawa-166_whatinterr-2,,Iskonawa,166_whatinterr,awɨ,awɨ,a w ɨ,,zariquiey2017,1412,,,,0,- a w - - ɨ,what,
Chakobo-166_whatinterr-1,,Chakobo,166_whatinterr,hawɨ,hawɨ,h a w ɨ,,zingg1998,1412,,,,0,h a w - - ɨ,what,
Kakataibo-166_whatinterr-1,,Kakataibo,166_whatinterr,a ɲu,a ɲu,a + ɲ u,,zariquiey2017,1416,,,,0,a + ɲ u,that thing,
Kaxarari-166_whatinterr-1,,Kaxarari,166_whatinterr,hawã,hawã,h a w ã,,couto2005,1412,,,,0,h a w - - ã,what,
Mastanawa-166_whatinterr-1,,Mastanawa,166_whatinterr,awa,awa,a w a,,zariquiey2017,1412,,,,0,- a w - - a,what,
Chaninawa-166_whatinterr-1,,Chaninawa,166_whatinterr,awamɨ,awamɨ,a w a m ɨ,,zariquiey2017,1412,,,,0,- a w a m ɨ,what _mɨ,
Sharanawa-166_whatinterr-1,,Sharanawa,166_whatinterr,awa,awa,a w a,,zariquiey2017,1412,,,,0,- a w - - a,what,
Amawaka-166_whatinterr-1,,Amawaka,166_whatinterr,haɨ,haɨ,h a ɨ,,zariquiey2017,1412,,,,0,h a - - - ɨ,what,
Nawa-166_whatinterr-1,,Nawa,166_whatinterr,awa,awa,a w a,,zariquiey2017,1412,,,,0,- a w - - a,what,
Marinawa-166_whatinterr-1,,Marinawa,166_whatinterr,awa,awa,a w a,,zariquiey2017,1412,,,,0,- a w - - a,what,
Yaminawa-166_whatinterr-1,,Yaminawa,166_whatinterr,awa,awa,a w a,,zariquiey2017,1412,,,,0,- a w - - a,what,
Kashinawa_P-166_whatinterr-1,,Kashinawa_P,166_whatinterr,hawa,hawa,h a w a,,zariquiey2017,1412,,,,0,h a w - - a,what,
Kashinawa_B-166_whatinterr-1,,Kashinawa_B,166_whatinterr,hawa,hawa,h a w a,,camargo1995,1412,,,,0,h a w - - a,what,
Matses-150_this-1,,Matses,150_this,nɨid,nɨid,n ɨ i d,,fleck2005,1307,,,,0,- n ɨ i d,here _id,
Matis-150_this-1,,Matis,150_this,nɨkid,nɨkid,n ɨ + k i d,,fleck2005,1307,,,,64,- n ɨ - - + k i d,here _-:suffix/kid,
Marubo-150_this-1,,Marubo,150_this,na,na,n a,,fleck2005,1305,,,,0,n a - - -,this,
Katukina-150_this-1,,Katukina,150_this,nia,nia,n i a,,aguiar1994,1622,,,,0,- n i a -,here,
Shipibo_Konibo-150_this-1,,Shipibo_Konibo,150_this,natu,natu,n a + t u,,fleck2005,1305,,,,0,n a + t u,this _PL,
Kapanawa-150_this-1,,Kapanawa,150_this,nɨa,nɨa,n ɨ a,,loos1998,1622,,,,0,- n ɨ a -,here,
Shanenawa-150_this-1,,Shanenawa,150_this,na,na,n a,,lanes2005,1305,,,,0,n a - - -,this,
Yawanawa-150_this-1,,Yawanawa,150_this,na,na,n a,,paula1992,1305,,,,0,n a - - -,this,
Iskonawa-150_this-1,,Iskonawa,150_this,na,na,n a,,zariquiey2017,1305,,,,0,n a - - -,this,
Chakobo-150_this-1,,Chakobo,150_this,na,na,n a,,zingg1998,1305,,,,0,n a - - -,this,
Kakataibo-150_this-1,,Kakataibo,150_this,ɨnɨ,ɨnɨ,ɨ n ɨ,,zariquiey2017,1307,,,,0,ɨ n ɨ - -,here,
Kaxarari-150_this-1,,Kaxarari,150_this,liya,liya,l i j a,,couto2005,1306,,,,0,l i j a,here,
Kaxarari-150_this-2,,Kaxarari,150_this,yaka,yaka,j a k a,,couto2005,1306,,,,0,j a k a,?,
Mastanawa-150_this-1,,Mastanawa,150_this,da,da,d a,,zariquiey2017,1305,,,,0,- - - d a,this,
Chaninawa-150_this-1,,Chaninawa,150_this,da,da,d a,,zariquiey2017,1305,,,,0,- - - d a,this,
Sharanawa-150_this-1,,Sharanawa,150_this,da,da,d a,,zariquiey2017,1305,,,,0,- - - d a,this,
Amawaka-150_this-1,,Amawaka,150_this,na,na,n a,,zariquiey2017,1305,,,,0,n a - - -,this,
Nawa-150_this-1,,Nawa,150_this,da,da,d a,,zariquiey2017,1305,,,,0,- - - d a,this,
Marinawa-150_this-1,,Marinawa,150_this,da,da,d a,,zariquiey2017,1305,,,,0,- - - d a,this,
Yaminawa-150_this-1,,Yaminawa,150_this,da,da,d a,,zariquiey2017,1305,,,,0,- - - d a,this,
Kashinawa_P-150_this-1,,Kashinawa_P,150_this,na,na,n a,,zariquiey2017,1305,,,,0,n a - - -,this,
Matses-110_rottenlog-1,,Matses,110_rottenlog,pisen,pisen,p i s e n,,fleck2005,933,,,,0,p i s e n,rotten,
Matis-110_rottenlog-1,,Matis,110_rottenlog,pisi,pisi,p i s i,,fleck2005,933,,,,0,p i s i -,rotten,
Marubo-110_rottenlog-1,,Marubo,110_rottenlog,patu,patu,p a t u,,fleck2005,935,,,,0,p a t u,age_worn,
Katukina-110_rottenlog-1,,Katukina,110_rottenlog,payu,payu,p a j u,,aguiar1994,935,,,,0,p a j u,old,
Shipibo_Konibo-110_rottenlog-1,,Shipibo_Konibo,110_rottenlog,payu,payu,p a j u,,fleck2005,935,,,,0,p a j u,old,
Kapanawa-110_rottenlog-1,,Kapanawa,110_rottenlog,payu,payu,p a j u,,loos1998,935,,,,0,p a j u,age_worn,
Arara-110_rottenlog-1,,Arara,110_rottenlog,tʃapu,tʃapu,tʃ a p u,,cunha1993,934,,,,0,tʃ a p u,age_worn,
Shanenawa-110_rottenlog-1,,Shanenawa,110_rottenlog,tʃaka,tʃaka,tʃ a k a,,lanes2005,940,,,,0,tʃ a k a,age_worn,
Yawanawa-110_rottenlog-1,,Yawanawa,110_rottenlog,tʃapu,tʃapu,tʃ a p u,,paula1992,934,,,,0,tʃ a p u,age_worn,
Nukini-110_rottenlog-1,,Nukini,110_rottenlog,pisi,pisi,p i s i,,aguiar2004,933,,,,0,p i s i -,rotten,
Chakobo-110_rottenlog-1,,Chakobo,110_rottenlog,βuaʂa,βuaʂa,β u a ʂ a,,zingg1998,942,,,,0,β u a ʂ a,?,
Chakobo-110_rottenlog-2,,Chakobo,110_rottenlog,pisi,pisi,p i s i,,zingg1998,933,,,,16,p i s i -,rotten,
Kakataibo-110_rottenlog-1,,Kakataibo,110_rottenlog,pisikɨ,pisikɨ,p i s i + k ɨ,,zariquiey2017,933,,,,0,p i s i - + k ɨ,rotten _ka,
Kaxarari-110_rottenlog-1,,Kaxarari,110_rottenlog,patsa,patsa,p a ts a,,couto2005,1584,,,,0,p a ts a -,age_worn,
Mastanawa-110_rottenlog-1,,Mastanawa,110_rottenlog,pisi,pisi,p i s i,,zariquiey2017,933,,,,0,p i s i -,rotten,
Chaninawa-110_rottenlog-1,,Chaninawa,110_rottenlog,pisi,pisi,p i s i,,zariquiey2017,933,,,,0,p i s i -,rotten,
Sharanawa-110_rottenlog-1,,Sharanawa,110_rottenlog,pisi,pisi,p i s i,,zariquiey2017,933,,,,0,p i s i -,rotten,
Amawaka-110_rottenlog-1,,Amawaka,110_rottenlog,pisi,pisi,p i s i,,zariquiey2017,933,,,,0,p i s i -,rotten,
Nawa-110_rottenlog-1,,Nawa,110_rottenlog,pisi,pisi,p i s i,,zariquiey2017,933,,,,0,p i s i -,rotten,
Marinawa-110_rottenlog-1,,Marinawa,110_rottenlog,pisi,pisi,p i s i,,zariquiey2017,933,,,,0,p i s i -,rotten,
Yaminawa-110_rottenlog-1,,Yaminawa,110_rottenlog,pisi,pisi,p i s i,,zariquiey2017,933,,,,0,p i s i -,rotten,
Kashinawa_P-110_rottenlog-1,,Kashinawa_P,110_rottenlog,ʧapu,ʧapu,tʃ a p u,,zariquiey2017,934,,,,0,tʃ a p u,age_worn,
Kashinawa_B-110_rottenlog-1,,Kashinawa_B,110_rottenlog,tʃapu,tʃapu,tʃ a p u,,camargo1995,934,,,,0,tʃ a p u,age_worn,
Matses-27_dirty-1,,Matses,27_dirty,βɨtʃiʃ,βɨtʃiʃ,β ɨ tʃ i ʃ,,fleck2005,898,,,,0,β ɨ tʃ i ʃ,dirty,
Matis-27_dirty-1,,Matis,27_dirty,wisu,wisu,w i s u,,fleck2005,150,,,,0,w i s u,black,
Marubo-27_dirty-1,,Marubo,27_dirty,tʂuʂta,tʂuʂta,ʈʂ u ʂ t a,,fleck2005,250,,,,0,ʈʂ u ʂ t a,dirty,
